//Clavelitos. segundo,rail (1=a,2=s,3=d,4=f,de izquierda a derecha)
0.4396504,1
0.8492473,1
1.209388,1
1.6086,3
1.847647,4
1.988285,3
2.154672,4
2.353286,3
2.817318,1
3.196032,2
3.592281,3
3.890152,1
4.082774,2
4.272454,1
4.371008,2
4.686866,1
5.094182,3
5.44077,4
5.775663,3
6.141584,4
6.450822,3
6.863959,1
7.06517,2
7.245188,1
7.378741,2
7.571082,1
7.713893,2
7.935902,1
8.11449,2
8.288614,1
8.448675,2
8.621516,1
8.764531,2
8.898352,1
9.197465,4
9.315237,3
9.513855,4
9.660111,3
9.813873,4
9.999129,3
10.17187,4
10.38649,4
10.72435,4
10.89666,3
11.12352,2
11.52015,3
11.87075,2
12.20841,1
12.57828,2
12.93148,3
13.07518,2
13.23931,3
13.34839,2
13.63042,3
14.01855,1
14.38672,2
14.82961,3
15.18143,4
15.52598,3
15.94457,2
17.09353,1
18.14471,2
18.94382,3
19.31176,4
20.00019,1
20.42338,2
21.13605,4
21.49499,3
21.85013,2
22.24405,3
22.65694,1
24.17642,2
24.52252,2
24.9071,2
25.64276,2
26.45893,4
27.01181,3
27.17316,2
27.38889,1
29.04265,1
29.49636,4
30.10151,3
30.5022,2
30.8278,1
31.19409,2
31.5518,3
33.16824,1
33.53345,2
33.93493,4
34.69053,3
35.2943,2
35.98666,1
36.26674,2
36.61113,3
38.42329,4
38.78955,4
39.18147,4
39.58635,4
39.92173,3
40.30246,2
40.69424,1
42.22465,1
42.54926,1
42.90397,1
43.68748,1
44.44527,4
45.0406,3
45.27063,2
45.57293,1
47.40959,1
47.73659,1
48.10588,1
48.53382,1
48.8837,4
49.25651,3
49.63803,2
51.3171,1
51.59859,2
51.99574,4
52.66063,3
53.48825,1
53.79203,2
54.16355,2
54.56895,3
55.66609,1
56.01395,1
56.4149,1
57.16045,2
57.93845,4
58.31829,4
58.65995,4
59.45195,3
60.1663,1
60.5224,1
60.90163,1
61.34312,4
61.70015,3
62.08298,2
62.46874,1
62.88035,4
63.25855,3
64.77457,1
65.10014,1
65.46592,1
66.18832,2
67.0048,4
67.29755,4
67.67449,4
68.42097,3
69.187,1
69.54144,1
69.89568,1
70.27576,2
70.63033,3
71.03069,1
71.41409,2
71.78425,3
72.16904,4
73.71195,3
74.05777,3
74.40221,3
75.09932,4
75.94028,2
76.2688,2
76.66309,2
77.48721,3
78.16409,1
78.5025,1
78.88892,1
79.24084,2
79.67094,2
80.07465,2
80.45628,3
80.80244,2
81.14776,1
83.4458,1
84.51106,1
85.60291,1
85.94656,4
86.32198,4
86.69229,4
87.12688,1
87.56522,1
87.72367,3
88.53299,2
89.37535,1
89.74136,1
90.1472,1
90.55161,2
90.93356,3
91.33643,3
91.71882,4
92.06715,3
92.42207,2
93.89812,1
94.07656,2
94.25591,1
94.37106,2
94.51467,1
94.75818,2
95.16906,4
95.51748,3
95.82036,2
96.24149,3
96.41447,2
96.5561,3
96.66709,2
96.84595,3
97.312,1
97.66545,2
98.05837,3
98.42336,4
98.79323,3
99.1443,1
99.33071,2
99.49989,3
99.6341,2
99.85304,3
100.0294,2
100.2307,3
100.4071,2
100.6241,3
100.7847,2
100.9823,3
101.1904,2
101.4808,3
101.6322,2
101.8223,3
102.0084,2
102.2148,3
102.388,2
102.5768,3
102.8963,3
103.1271,4
103.2766,3
103.4569,4
103.7158,3
104.0445,2
104.4058,1
104.7774,2
105.1572,3
105.3634,4
105.5619,3
105.7555,4
106.1025,3
106.4354,2
106.6943,1
107.0274,2
107.3558,3
107.7825,2
108.2321,1
109.3627,2
110.3985,3
111.1287,2
111.5227,3
112.302,1
112.8694,4
113.4293,3
113.8064,2
114.1598,3
114.5005,2
114.941,1
116.4333,2
116.8051,2
117.2028,2
117.9433,2
118.712,4
119.2928,3
119.4383,2
119.8695,1
121.2573,2
121.85,4
122.44,3
122.8641,2
123.1316,1
123.5248,2
123.9139,1
125.3434,2
125.7565,1
126.1503,2
126.9245,3
127.6479,4
128.2362,3
128.4861,1
128.8573,2
130.6155,3
131.0029,3
131.4338,3
131.8263,3
132.1357,4
132.5025,1
132.8898,2
134.4658,3
134.7856,3
135.1347,3
135.8674,3
136.6454,4
137.0226,1
137.3834,2
137.8662,3
139.6689,2
140.0621,2
140.4283,2
140.8303,2
141.1983,2
141.5739,1
141.9553,1
143.4869,2
143.8628,1
144.2442,1
144.2478,2
145.0084,3
145.0084,4
145.6953,1
145.7116,2
146.0548,4
146.0648,3
146.4632,4
146.473,3
146.8329,1
146.8367,2
147.9668,3
148.2876,3
148.6575,3
149.3446,4
150.2117,1
150.5084,1
150.9177,1
151.6622,2
152.4719,3
152.9775,3
153.2804,3
153.5508,4
153.9201,1
154.2922,2
154.7112,3
155.0573,4
155.4255,2
157.0089,2
157.3507,2
157.7174,2
158.4728,1
159.2007,3
159.5365,3
159.9276,3
160.5908,4
161.8669,4
162.3031,4
162.6133,3
162.9515,2
163.313,1
163.7103,2
164.1167,3
164.4729,4
165.9655,4
166.3327,4
166.7004,4
167.4176,3
168.1859,2
168.577,2
168.9551,2
169.8472,3
170.3446,1
170.7397,1
171.1049,1
171.4952,2
171.8723,3
172.2426,3
172.6148,2
172.9977,1
173.4377,4
175.7262,4
176.8004,4
177.7795,4
178.2216,2
178.5769,2
179.0038,2
179.3683,4
179.7011,3
180.119,3
180.7868,2
181.6481,1
181.9889,1
182.403,1
182.7591,2
183.2298,3
183.5953,3
183.9419,2
184.2298,3
184.6219,4
